customer_id,churn_probability,risk_level,tenure_months,support_tickets_90d,late_payments_6m,usage_drop_30d,nps_score,contract,payment_method,top_drivers
C002063,0.6363,medium,44,1,1,-0.071,42,two_year,boleto,total_charges(+505.25); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002064,0.9447,high,36,4,2,0.062,64,month_to_month,boleto,total_charges(+316.01); support_tickets_90d(+1.45); late_payments_6m(+0.55)
C002065,0.8489,high,31,1,0,0.148,-7,month_to_month,credit_card,total_charges(+275.12); nps_score(+3.56); support_tickets_90d(+0.36)
C002066,0.4873,low,44,0,0,-0.048,-2,two_year,credit_card,total_charges(+596.50); nps_score(+1.02)
C002067,0.5649,medium,55,1,0,-0.104,-35,two_year,pix,total_charges(+398.29); nps_score(+17.81); support_tickets_90d(+0.36)
C002068,0.8843,high,20,0,1,0.139,-20,month_to_month,pix,total_charges(+194.30); nps_score(+10.18); late_payments_6m(+0.27)
C002069,0.7437,medium,26,1,1,0.085,67,month_to_month,credit_card,total_charges(+311.00); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002070,0.839,high,12,0,1,0.217,31,month_to_month,boleto,total_charges(+146.65); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C002071,0.7942,high,39,0,1,0.324,-43,one_year,credit_card,total_charges(+353.48); nps_score(+21.88); late_payments_6m(+0.27)
C002072,0.8304,high,25,0,2,0.204,40,month_to_month,credit_card,total_charges(+216.93); late_payments_6m(+0.55); usage_drop_30d(+0.04)
C002073,0.4332,low,21,1,1,-0.157,100,month_to_month,credit_card,total_charges(+87.72); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002074,0.4633,low,42,0,0,0.048,6,two_year,boleto,total_charges(+263.43); usage_drop_30d(+0.01); has_premium(+0.00)
C002075,0.7941,high,25,3,0,0.12,-3,one_year,pix,total_charges(+260.96); nps_score(+1.53); support_tickets_90d(+1.09)
C002076,0.9266,high,28,3,2,0.196,40,month_to_month,boleto,total_charges(+257.32); support_tickets_90d(+1.09); late_payments_6m(+0.55)
C002077,0.6453,medium,27,0,1,0.204,55,two_year,boleto,total_charges(+266.40); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C002078,0.3077,low,16,0,0,0.04,49,one_year,credit_card,total_charges(+202.04); usage_drop_30d(+0.01)
C002079,0.6444,medium,8,1,0,-0.038,9,two_year,pix,total_charges(+51.58); support_tickets_90d(+0.36)
C002080,0.7836,high,50,1,0,0.232,5,month_to_month,credit_card,total_charges(+440.66); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C002081,0.9077,high,6,1,1,0.118,-40,month_to_month,pix,total_charges(+58.47); nps_score(+20.35); support_tickets_90d(+0.36)
C002082,0.6302,medium,20,1,0,0.101,-23,one_year,credit_card,total_charges(+148.86); nps_score(+11.70); support_tickets_90d(+0.36)
C002083,0.7566,high,41,2,0,-0.077,33,month_to_month,credit_card,total_charges(+563.20); support_tickets_90d(+0.72)
C002084,0.976,high,8,4,1,0.428,1,month_to_month,boleto,total_charges(+99.36); support_tickets_90d(+1.45); late_payments_6m(+0.27)
C002085,0.7359,medium,40,4,0,0.095,29,one_year,credit_card,total_charges(+409.99); support_tickets_90d(+1.45); usage_drop_30d(+0.02)
C002086,0.5657,medium,44,0,1,0.034,12,one_year,credit_card,total_charges(+654.71); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C002087,0.9341,high,40,3,1,0.095,22,month_to_month,boleto,total_charges(+190.78); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C002088,0.8069,high,19,1,0,0.026,21,month_to_month,boleto,total_charges(+179.99); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C002089,0.395,low,2,1,0,-0.182,46,one_year,credit_card,total_charges(+28.27); support_tickets_90d(+0.36)
C002090,0.4343,low,54,2,0,0.104,50,one_year,credit_card,total_charges(+364.61); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C002091,0.8953,high,20,2,0,-0.211,19,month_to_month,boleto,total_charges(+211.77); support_tickets_90d(+0.72)
C002092,0.8788,high,49,3,1,0.069,13,month_to_month,credit_card,total_charges(+312.96); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C002093,0.7276,medium,12,0,0,-0.237,19,month_to_month,credit_card,total_charges(+141.34)
C002094,0.8378,high,10,1,1,-0.338,-7,one_year,boleto,total_charges(+124.15); nps_score(+3.56); support_tickets_90d(+0.36)
C002095,0.5325,medium,47,2,1,0.16,58,one_year,pix,total_charges(+484.34); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002096,0.5434,medium,57,2,2,-0.149,0,one_year,credit_card,total_charges(+223.13); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C002097,0.6548,medium,52,0,0,0.128,14,month_to_month,boleto,total_charges(+340.61); usage_drop_30d(+0.02); has_premium(+0.00)
C002098,0.7196,medium,46,1,0,0.08,26,month_to_month,credit_card,total_charges(+515.09); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C002099,0.8446,high,15,0,0,0.076,31,month_to_month,boleto,total_charges(+148.28); usage_drop_30d(+0.01)
C002100,0.6767,medium,55,1,1,-0.063,29,month_to_month,boleto,total_charges(+99.81); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002101,0.8168,high,41,2,0,0.026,15,month_to_month,credit_card,total_charges(+538.48); support_tickets_90d(+0.72); usage_drop_30d(+0.00)
C002102,0.5065,medium,11,1,0,-0.068,78,month_to_month,credit_card,total_charges(+105.92); support_tickets_90d(+0.36); has_premium(+0.00)
C002103,0.9365,high,8,3,1,0.22,23,month_to_month,pix,total_charges(+54.40); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C002104,0.7132,medium,53,1,1,-0.037,11,two_year,boleto,total_charges(+668.05); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002105,0.6923,medium,17,0,0,0.005,83,month_to_month,boleto,total_charges(+132.13); has_premium(+0.00); usage_drop_30d(+0.00)
C002106,0.4667,low,46,0,1,0.184,-7,two_year,credit_card,total_charges(+354.30); nps_score(+3.56); late_payments_6m(+0.27)
C002107,0.3347,low,9,0,0,-0.062,83,one_year,credit_card,total_charges(+93.60); has_premium(+0.00)
C002108,0.7785,high,17,1,0,-0.272,-50,one_year,credit_card,total_charges(+252.19); nps_score(+25.44); support_tickets_90d(+0.36)
C002109,0.901,high,18,2,1,-0.141,6,month_to_month,credit_card,total_charges(+262.89); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002110,0.8337,high,17,0,0,0.24,-38,month_to_month,credit_card,total_charges(+177.72); nps_score(+19.33); usage_drop_30d(+0.05)
C002111,0.5545,medium,41,1,0,0.065,-28,one_year,credit_card,total_charges(+447.92); nps_score(+14.25); support_tickets_90d(+0.36)
C002112,0.7895,high,55,0,1,0.103,36,month_to_month,boleto,total_charges(+654.81); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C002113,0.7818,high,55,3,0,0.103,30,month_to_month,credit_card,total_charges(+303.37); support_tickets_90d(+1.09); usage_drop_30d(+0.02)
C002114,0.7889,high,45,1,0,0.372,-1,one_year,boleto,total_charges(+517.64); nps_score(+0.51); support_tickets_90d(+0.36)
C002115,0.582,medium,13,1,0,-0.324,77,month_to_month,credit_card,total_charges(+94.23); support_tickets_90d(+0.36)
C002116,0.7048,medium,58,1,2,0.027,60,month_to_month,credit_card,total_charges(+614.68); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C002117,0.6384,medium,33,1,1,0.055,18,two_year,credit_card,total_charges(+291.95); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002118,0.8982,high,33,0,1,0.046,-43,month_to_month,boleto,total_charges(+359.46); nps_score(+21.88); late_payments_6m(+0.27)
C002119,0.7947,high,43,3,0,0.194,54,month_to_month,boleto,total_charges(+424.36); support_tickets_90d(+1.09); usage_drop_30d(+0.04)
C002120,0.6468,medium,47,0,1,0.198,3,month_to_month,credit_card,total_charges(+72.43); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C002121,0.4489,low,58,1,1,0.011,30,two_year,pix,total_charges(+579.36); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002122,0.2399,low,35,1,0,-0.254,48,two_year,credit_card,total_charges(+404.73); support_tickets_90d(+0.36); has_premium(+0.00)
C002123,0.8238,high,37,2,0,0.502,6,month_to_month,credit_card,total_charges(+401.85); support_tickets_90d(+0.72); usage_drop_30d(+0.09)
C002124,0.7188,medium,45,1,0,0.049,65,month_to_month,boleto,total_charges(+419.14); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002125,0.6112,medium,16,0,0,0.066,7,one_year,credit_card,total_charges(+223.79); usage_drop_30d(+0.01)
C002126,0.8077,high,19,1,0,0.277,39,month_to_month,boleto,total_charges(+198.10); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C002127,0.5696,medium,38,2,0,-0.021,46,month_to_month,pix,total_charges(+410.80); support_tickets_90d(+0.72)
C002128,0.8991,high,4,3,0,0.283,52,month_to_month,boleto,total_charges(+54.97); support_tickets_90d(+1.09); usage_drop_30d(+0.05)
C002129,0.562,medium,20,1,1,-0.005,81,month_to_month,credit_card,total_charges(+215.65); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002130,0.4532,low,44,0,0,0.379,-9,one_year,credit_card,total_charges(+302.50); nps_score(+4.58); usage_drop_30d(+0.07)
C002131,0.7544,high,59,0,1,0.132,-20,month_to_month,pix,total_charges(+132.81); nps_score(+10.18); late_payments_6m(+0.27)
C002132,0.7226,medium,32,2,0,-0.072,9,month_to_month,credit_card,total_charges(+257.25); support_tickets_90d(+0.72); has_premium(+0.00)
C002133,0.6517,medium,24,1,0,0.442,100,month_to_month,credit_card,total_charges(+290.08); support_tickets_90d(+0.36); usage_drop_30d(+0.08)
C002134,0.7806,high,27,3,0,0.158,67,month_to_month,pix,total_charges(+224.03); support_tickets_90d(+1.09); usage_drop_30d(+0.03)
C002135,0.7699,high,42,1,1,-0.06,1,two_year,boleto,total_charges(+497.96); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002136,0.6245,medium,33,1,0,-0.203,8,month_to_month,credit_card,total_charges(+332.86); support_tickets_90d(+0.36)
C002137,0.9464,high,2,2,0,0.176,19,month_to_month,boleto,total_charges(+20.37); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C002138,0.7252,medium,33,0,0,0.299,30,month_to_month,credit_card,total_charges(+287.63); usage_drop_30d(+0.06)
C002139,0.5157,medium,25,2,1,0.12,42,two_year,pix,total_charges(+274.33); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002140,0.6021,medium,43,1,0,0.109,44,one_year,boleto,total_charges(+480.73); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C002141,0.7197,medium,53,2,0,0.331,62,month_to_month,credit_card,total_charges(+746.67); support_tickets_90d(+0.72); usage_drop_30d(+0.06)
C002142,0.515,medium,58,1,1,0.158,90,month_to_month,credit_card,total_charges(+253.01); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002143,0.6903,medium,37,1,1,-0.068,15,month_to_month,credit_card,total_charges(+303.60); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002144,0.5491,medium,22,1,1,-0.061,13,one_year,credit_card,total_charges(+263.58); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002145,0.9333,high,27,1,1,0.15,7,month_to_month,boleto,total_charges(+381.08); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002146,0.7761,high,11,1,0,0.14,10,month_to_month,credit_card,total_charges(+114.97); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C002147,0.5275,medium,57,2,2,0.246,33,one_year,pix,total_charges(+492.83); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C002148,0.7301,medium,51,2,0,0.116,42,month_to_month,credit_card,total_charges(+601.77); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C002149,0.4631,low,52,3,0,0.172,80,one_year,credit_card,total_charges(+632.61); support_tickets_90d(+1.09); usage_drop_30d(+0.03)
C002150,0.9238,high,20,1,0,0.113,-5,month_to_month,boleto,total_charges(+175.82); nps_score(+2.54); support_tickets_90d(+0.36)
C002151,0.7635,high,20,2,1,0.224,33,one_year,boleto,total_charges(+208.86); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002152,0.3978,low,52,0,0,0.184,-9,one_year,credit_card,total_charges(+680.13); nps_score(+4.58); usage_drop_30d(+0.03)
C002153,0.4203,low,33,0,0,0.003,34,two_year,credit_card,total_charges(+496.61); usage_drop_30d(+0.00)
C002154,0.3943,low,43,2,1,0.016,100,one_year,credit_card,total_charges(+506.78); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002155,0.9357,high,30,3,0,0.108,15,month_to_month,boleto,total_charges(+292.96); support_tickets_90d(+1.09); usage_drop_30d(+0.02)
C002156,0.286,low,27,1,0,0.07,100,one_year,pix,total_charges(+256.68); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002157,0.5292,medium,38,1,0,0.287,-9,one_year,pix,total_charges(+427.13); nps_score(+4.58); support_tickets_90d(+0.36)
C002158,0.7018,medium,49,0,0,0.088,4,month_to_month,boleto,total_charges(+454.24); usage_drop_30d(+0.02)
C002159,0.8847,high,21,2,1,-0.206,8,month_to_month,boleto,total_charges(+215.52); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002160,0.7604,high,49,1,0,-0.163,26,month_to_month,boleto,total_charges(+314.83); support_tickets_90d(+0.36)
C002161,0.6531,medium,15,1,0,0.007,15,one_year,boleto,total_charges(+206.35); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C002162,0.5277,medium,25,0,0,0.18,47,month_to_month,credit_card,total_charges(+158.73); usage_drop_30d(+0.03)
C002163,0.8099,high,55,0,1,-0.081,-76,month_to_month,credit_card,total_charges(+451.66); nps_score(+38.67); late_payments_6m(+0.27)
C002164,0.7916,high,58,2,1,0.167,-14,month_to_month,pix,total_charges(+564.55); nps_score(+7.12); support_tickets_90d(+0.72)
C002165,0.2127,low,56,1,0,-0.088,86,two_year,pix,total_charges(+875.24); support_tickets_90d(+0.36); has_premium(+0.00)
C002166,0.9704,high,19,3,0,0.079,-29,month_to_month,boleto,total_charges(+160.21); nps_score(+14.76); support_tickets_90d(+1.09)
C002167,0.7468,medium,51,1,0,0.125,8,month_to_month,credit_card,total_charges(+390.10); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C002168,0.3105,low,57,1,0,-0.156,41,two_year,boleto,total_charges(+453.87); support_tickets_90d(+0.36); has_premium(+0.00)
C002169,0.5679,medium,59,2,0,0.121,18,two_year,credit_card,total_charges(+868.08); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C002170,0.93,high,2,2,1,0.341,-10,month_to_month,credit_card,total_charges(+6.15); nps_score(+5.09); support_tickets_90d(+0.72)
C002171,0.7282,medium,45,2,0,0.014,36,month_to_month,credit_card,total_charges(+293.22); support_tickets_90d(+0.72); usage_drop_30d(+0.00)
C002172,0.6263,medium,60,1,0,0.064,49,month_to_month,boleto,total_charges(+1063.46); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002173,0.601,medium,46,0,0,0.096,-1,month_to_month,credit_card,total_charges(+522.49); nps_score(+0.51); usage_drop_30d(+0.02)
C002174,0.9086,high,14,2,0,0.066,34,month_to_month,boleto,total_charges(+84.13); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C002175,0.7638,high,46,0,1,0.054,50,month_to_month,boleto,total_charges(+433.75); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C002176,0.5553,medium,7,2,1,0.04,58,one_year,credit_card,total_charges(+68.43); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002177,0.3195,low,29,1,0,-0.232,33,one_year,credit_card,total_charges(+353.06); support_tickets_90d(+0.36)
C002178,0.6688,medium,38,2,1,0.132,80,two_year,boleto,total_charges(+574.07); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002179,0.6653,medium,28,2,1,-0.143,22,one_year,pix,total_charges(+304.09); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002180,0.6257,medium,42,0,0,0.118,-14,month_to_month,pix,total_charges(+319.94); nps_score(+7.12); usage_drop_30d(+0.02)
C002181,0.8575,high,15,1,0,0.176,12,month_to_month,credit_card,total_charges(+179.70); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C002182,0.639,medium,37,1,1,0.123,62,one_year,boleto,total_charges(+279.67); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002183,0.3338,low,39,0,0,-0.109,-11,one_year,pix,total_charges(+257.75); nps_score(+5.60)
C002184,0.7804,high,39,0,0,0.107,-58,month_to_month,credit_card,total_charges(+166.83); nps_score(+29.51); usage_drop_30d(+0.02)
C002185,0.8129,high,18,0,0,0.012,36,month_to_month,boleto,total_charges(+93.48); has_premium(+0.00); usage_drop_30d(+0.00)
C002186,0.5023,medium,19,0,1,-0.056,4,one_year,credit_card,total_charges(+130.24); late_payments_6m(+0.27)
C002187,0.894,high,16,2,3,0.421,99,month_to_month,boleto,total_charges(+95.42); late_payments_6m(+0.82); support_tickets_90d(+0.72)
C002188,0.5108,medium,28,1,0,-0.112,29,one_year,credit_card,total_charges(+295.93); support_tickets_90d(+0.36); has_premium(+0.00)
C002189,0.7191,medium,36,0,2,0.139,63,month_to_month,credit_card,total_charges(+212.28); late_payments_6m(+0.55); usage_drop_30d(+0.03)
C002190,0.8342,high,22,1,1,0.325,3,month_to_month,credit_card,total_charges(+34.75); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002191,0.8238,high,25,1,3,0.119,41,month_to_month,credit_card,total_charges(+156.99); late_payments_6m(+0.82); support_tickets_90d(+0.36)
C002192,0.7061,medium,18,2,0,-0.061,33,month_to_month,credit_card,total_charges(+141.07); support_tickets_90d(+0.72)
C002193,0.5311,medium,14,1,1,-0.049,68,one_year,credit_card,total_charges(+110.08); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002194,0.6926,medium,40,0,1,-0.201,27,month_to_month,credit_card,total_charges(+565.95); late_payments_6m(+0.27)
C002195,0.6369,medium,49,0,1,0.067,2,month_to_month,credit_card,total_charges(+374.51); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C002196,0.9372,high,18,4,2,0.073,56,month_to_month,credit_card,total_charges(+217.32); support_tickets_90d(+1.45); late_payments_6m(+0.55)
C002197,0.9037,high,52,5,1,0.005,-5,month_to_month,credit_card,total_charges(+495.10); nps_score(+2.54); support_tickets_90d(+1.81)
C002198,0.9175,high,35,3,0,0.306,-9,month_to_month,pix,total_charges(+332.67); nps_score(+4.58); support_tickets_90d(+1.09)
C002199,0.7839,high,11,0,0,0.043,18,month_to_month,credit_card,total_charges(+72.12); usage_drop_30d(+0.01); has_premium(+0.00)
C002200,0.9626,high,22,4,1,-0.229,9,month_to_month,boleto,total_charges(+200.30); support_tickets_90d(+1.45); late_payments_6m(+0.27)
C002201,0.6196,medium,1,1,0,0.323,21,one_year,credit_card,total_charges(+11.35); support_tickets_90d(+0.36); usage_drop_30d(+0.06)
C002202,0.8761,high,3,0,4,-0.157,-3,two_year,credit_card,total_charges(+24.20); nps_score(+1.53); late_payments_6m(+1.10)
C002203,0.8255,high,21,1,2,0.149,59,month_to_month,pix,total_charges(+187.59); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C002204,0.6822,medium,28,2,0,0.172,59,two_year,boleto,total_charges(+193.78); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C002205,0.3907,low,48,1,0,0.043,49,two_year,boleto,total_charges(+609.24); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002206,0.468,low,9,1,0,0.226,46,one_year,credit_card,total_charges(+100.68); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C002207,0.8231,high,51,2,1,0.071,-45,one_year,credit_card,total_charges(+420.10); nps_score(+22.90); support_tickets_90d(+0.72)
C002208,0.8586,high,15,0,2,-0.007,24,month_to_month,credit_card,total_charges(+159.43); late_payments_6m(+0.55)
C002209,0.4692,low,9,0,0,-0.318,50,month_to_month,credit_card,total_charges(+73.42); has_premium(+0.00)
C002210,0.3125,low,42,1,1,-0.254,67,two_year,pix,total_charges(+287.96); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002211,0.5823,medium,47,0,2,0.553,13,two_year,credit_card,total_charges(+461.95); late_payments_6m(+0.55); usage_drop_30d(+0.10)
C002212,0.716,medium,37,1,1,0.19,66,month_to_month,credit_card,total_charges(+281.67); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002213,0.7642,high,7,0,1,0.284,31,month_to_month,credit_card,total_charges(+52.06); late_payments_6m(+0.27); usage_drop_30d(+0.05)
C002214,0.9612,high,7,1,1,0.511,-70,month_to_month,credit_card,nps_score(+35.62); total_charges(+32.12); support_tickets_90d(+0.36)
C002215,0.8417,high,24,2,0,-0.007,17,month_to_month,credit_card,total_charges(+203.33); support_tickets_90d(+0.72)
C002216,0.7443,medium,28,1,1,0.033,-9,two_year,credit_card,total_charges(+314.01); nps_score(+4.58); support_tickets_90d(+0.36)
C002217,0.6386,medium,60,0,1,-0.238,-1,month_to_month,pix,total_charges(+443.46); nps_score(+0.51); late_payments_6m(+0.27)
C002218,0.6464,medium,18,1,0,0.007,57,one_year,boleto,total_charges(+306.96); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C002219,0.811,high,12,3,1,0.002,30,one_year,credit_card,total_charges(+147.87); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C002220,0.8515,high,57,2,1,-0.012,2,month_to_month,credit_card,total_charges(+765.82); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002221,0.9076,high,10,2,2,0.248,-4,one_year,boleto,total_charges(+123.63); nps_score(+2.04); support_tickets_90d(+0.72)
C002222,0.8487,high,2,0,1,0.188,35,month_to_month,credit_card,total_charges(+33.15); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C002223,0.8165,high,26,0,1,0.224,14,month_to_month,pix,total_charges(+190.63); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C002224,0.743,medium,25,1,1,-0.161,44,month_to_month,boleto,total_charges(+39.27); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002225,0.8247,high,38,0,1,0.064,-9,month_to_month,credit_card,total_charges(+303.58); nps_score(+4.58); late_payments_6m(+0.27)
C002226,0.4627,low,53,0,0,0.121,7,one_year,boleto,total_charges(+595.20); usage_drop_30d(+0.02)
C002227,0.8582,high,56,2,1,0.395,-19,month_to_month,credit_card,total_charges(+572.36); nps_score(+9.67); support_tickets_90d(+0.72)
C002228,0.7622,high,18,2,0,0.08,1,one_year,credit_card,total_charges(+192.19); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C002229,0.5968,medium,59,2,1,0.029,96,month_to_month,boleto,total_charges(+796.74); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C002230,0.6921,medium,38,1,2,0.254,-6,two_year,credit_card,total_charges(+408.28); nps_score(+3.05); late_payments_6m(+0.55)
C002231,0.5055,medium,5,0,0,0.012,3,one_year,credit_card,total_charges(+62.96); usage_drop_30d(+0.00)
C002232,0.6948,medium,57,2,1,0.143,-9,one_year,pix,total_charges(+375.15); nps_score(+4.58); support_tickets_90d(+0.72)
C002233,0.8915,high,9,0,0,0.138,14,month_to_month,boleto,total_charges(+61.85); usage_drop_30d(+0.03)
C002234,0.8632,high,36,3,0,-0.035,17,month_to_month,credit_card,total_charges(+518.91); support_tickets_90d(+1.09); has_premium(+0.00)
C002235,0.4408,low,48,3,0,-0.066,63,one_year,pix,total_charges(+472.06); support_tickets_90d(+1.09)
C002236,0.6798,medium,15,1,0,0.044,6,one_year,credit_card,total_charges(+114.79); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002237,0.3368,low,17,0,0,-0.028,24,one_year,pix,total_charges(+135.03)
C002238,0.8429,high,29,1,1,-0.22,-46,month_to_month,credit_card,total_charges(+216.17); nps_score(+23.41); support_tickets_90d(+0.36)
C002239,0.597,medium,54,0,0,0.18,-10,month_to_month,credit_card,total_charges(+391.41); nps_score(+5.09); usage_drop_30d(+0.03)
C002240,0.8869,high,14,1,1,0.153,58,month_to_month,boleto,total_charges(+80.40); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002241,0.842,high,40,0,2,-0.084,-10,month_to_month,credit_card,total_charges(+190.49); nps_score(+5.09); late_payments_6m(+0.55)
C002242,0.4141,low,28,1,0,-0.101,47,one_year,pix,total_charges(+249.15); support_tickets_90d(+0.36)
C002243,0.9083,high,7,3,0,0.138,-12,month_to_month,credit_card,total_charges(+59.31); nps_score(+6.11); support_tickets_90d(+1.09)
C002244,0.741,medium,43,0,0,0.365,14,month_to_month,pix,total_charges(+557.04); usage_drop_30d(+0.07)
C002245,0.5548,medium,50,1,0,0.234,80,month_to_month,credit_card,total_charges(+525.81); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C002246,0.5964,medium,35,2,0,0.266,46,one_year,credit_card,total_charges(+364.65); support_tickets_90d(+0.72); usage_drop_30d(+0.05)
C002247,0.9464,high,11,2,0,-0.005,-48,month_to_month,credit_card,total_charges(+90.55); nps_score(+24.42); support_tickets_90d(+0.72)
C002248,0.6346,medium,10,0,1,0.125,100,month_to_month,credit_card,total_charges(+89.14); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C002249,0.818,high,26,1,0,0.026,-16,one_year,boleto,total_charges(+278.16); nps_score(+8.14); support_tickets_90d(+0.36)
C002250,0.3913,low,31,2,0,-0.081,85,one_year,boleto,total_charges(+361.11); support_tickets_90d(+0.72); has_premium(+0.00)
C002251,0.8003,high,34,3,0,0.085,4,month_to_month,pix,total_charges(+318.71); support_tickets_90d(+1.09); usage_drop_30d(+0.02)
C002252,0.893,high,15,1,2,-0.106,-23,month_to_month,credit_card,total_charges(+191.90); nps_score(+11.70); late_payments_6m(+0.55)
C002253,0.7467,medium,31,1,1,-0.084,4,month_to_month,credit_card,total_charges(+303.84); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002254,0.7021,medium,18,2,1,-0.03,-3,one_year,credit_card,total_charges(+212.66); nps_score(+1.53); support_tickets_90d(+0.72)
C002255,0.9009,high,42,1,1,-0.011,1,month_to_month,boleto,total_charges(+344.21); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002256,0.5828,medium,48,0,0,0.045,22,month_to_month,pix,total_charges(+196.32); usage_drop_30d(+0.01)
C002257,0.6856,medium,40,2,0,-0.322,37,month_to_month,credit_card,total_charges(+413.90); support_tickets_90d(+0.72)
C002258,0.5672,medium,1,1,0,-0.118,70,month_to_month,credit_card,total_charges(+14.09); support_tickets_90d(+0.36)
C002259,0.4268,low,60,1,1,0.333,28,one_year,credit_card,total_charges(+678.08); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002260,0.6813,medium,2,1,0,0.048,23,one_year,credit_card,total_charges(+23.18); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002261,0.9213,high,60,2,1,0.151,-5,month_to_month,boleto,total_charges(+507.83); nps_score(+2.54); support_tickets_90d(+0.72)
C002262,0.9134,high,2,1,1,0.125,10,month_to_month,credit_card,total_charges(+11.14); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C002263,0.8005,high,31,1,0,0.031,2,month_to_month,pix,total_charges(+346.08); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C002264,0.9018,high,7,1,0,-0.109,-28,month_to_month,credit_card,total_charges(+68.52); nps_score(+14.25); support_tickets_90d(+0.36)
C002265,0.4584,low,6,0,1,-0.049,100,month_to_month,credit_card,total_charges(+50.66); late_payments_6m(+0.27)
C002266,0.8455,high,42,1,1,0.403,28,month_to_month,credit_card,total_charges(+536.57); support_tickets_90d(+0.36); late_payments_6m(+0.27)
