customer_id,churn_probability,risk_level
C002477,0.6756,medium
C002478,0.7723,high
C002479,0.4356,low
C002480,0.434,low
C002481,0.8699,high
C002482,0.6746,medium
C002483,0.7001,medium
C002484,0.2859,low
C002485,0.7108,medium
C002486,0.8257,high
C002487,0.8958,high
C002488,0.6843,medium
C002489,0.8743,high
C002490,0.7408,medium
C002491,0.8191,high
C002492,0.4658,low
C002493,0.5663,medium
C002494,0.7896,high
C002495,0.8997,high
C002496,0.594,medium
C002497,0.6115,medium
C002498,0.7831,high
C002499,0.7944,high
C002500,0.6079,medium
C002501,0.9038,high
C002502,0.3526,low
C002503,0.8375,high
C002504,0.896,high
C002505,0.7791,high
C002506,0.8998,high
C002507,0.797,high
C002508,0.5421,medium
C002509,0.3617,low
C002510,0.8644,high
C002511,0.3867,low
C002512,0.702,medium
C002513,0.4874,low
C002514,0.6545,medium
C002515,0.6924,medium
C002516,0.7234,medium
C002517,0.7216,medium
C002518,0.6537,medium
C002519,0.6931,medium
C002520,0.9222,high
C002521,0.5477,medium
C002522,0.7344,medium
C002523,0.6082,medium
C002524,0.841,high
C002525,0.9203,high
C002526,0.9012,high
C002527,0.7084,medium
C002528,0.8216,high
C002529,0.7414,medium
C002530,0.357,low
C002531,0.3354,low
C002532,0.8038,high
C002533,0.9741,high
C002534,0.3506,low
C002535,0.4744,low
C002536,0.3742,low
C002537,0.6918,medium
C002538,0.6766,medium
C002539,0.421,low
C002540,0.8876,high
C002541,0.182,low
C002542,0.5005,medium
C002543,0.7689,high
C002544,0.3213,low
C002545,0.6921,medium
C002546,0.5655,medium
C002547,0.6124,medium
C002548,0.728,medium
C002549,0.8713,high
C002550,0.7762,high
C002551,0.6532,medium
C002552,0.9047,high
C002553,0.9646,high
C002554,0.7452,medium
C002555,0.5323,medium
C002556,0.8354,high
C002557,0.7659,high
C002558,0.7515,high
C002559,0.681,medium
C002560,0.4194,low
C002561,0.8052,high
C002562,0.7618,high
C002563,0.7859,high
C002564,0.8054,high
C002565,0.6923,medium
C002566,0.7992,high
C002567,0.1813,low
C002568,0.9407,high
C002569,0.547,medium
C002570,0.7694,high
C002571,0.8919,high
C002572,0.7276,medium
C002573,0.62,medium
C002574,0.5646,medium
C002575,0.9713,high
C002576,0.8801,high
C002577,0.6722,medium
C002578,0.7295,medium
C002579,0.7738,high
C002580,0.8393,high
C002581,0.7183,medium
C002582,0.1987,low
C002583,0.4757,low
C002584,0.8036,high
C002585,0.3734,low
C002586,0.9552,high
C002587,0.9572,high
C002588,0.9232,high
C002589,0.8078,high
C002590,0.9483,high
C002591,0.4398,low
C002592,0.8793,high
C002593,0.9618,high
C002594,0.681,medium
C002595,0.5388,medium
C002596,0.2205,low
C002597,0.7937,high
C002598,0.5694,medium
C002599,0.347,low
C002600,0.8733,high
C002601,0.923,high
C002602,0.8185,high
C002603,0.9204,high
C002604,0.7473,medium
C002605,0.5517,medium
C002606,0.6663,medium
C002607,0.8176,high
C002608,0.6674,medium
C002609,0.9646,high
C002610,0.6919,medium
C002611,0.8537,high
C002612,0.9637,high
C002613,0.701,medium
C002614,0.7294,medium
C002615,0.8997,high
C002616,0.7954,high
C002617,0.744,medium
C002618,0.4994,low
C002619,0.6851,medium
C002620,0.5139,medium
C002621,0.894,high
C002622,0.7523,high
C002623,0.1079,low
C002624,0.7497,medium
C002625,0.484,low
C002626,0.8253,high
C002627,0.9262,high
C002628,0.4673,low
C002629,0.8496,high
C002630,0.3597,low
C002631,0.507,medium
C002632,0.486,low
C002633,0.7963,high
C002634,0.8626,high
C002635,0.9225,high
C002636,0.8306,high
C002637,0.5896,medium
C002638,0.87,high
C002639,0.4579,low
C002640,0.837,high
C002641,0.8757,high
C002642,0.7664,high
C002643,0.4036,low
C002644,0.7388,medium
C002645,0.693,medium
C002646,0.9261,high
C002647,0.4684,low
C002648,0.5745,medium
C002649,0.6099,medium
C002650,0.9079,high
C002651,0.8365,high
C002652,0.7768,high
C002653,0.5892,medium
C002654,0.2573,low
C002655,0.8476,high
C002656,0.9719,high
C002657,0.6379,medium
C002658,0.7312,medium
C002659,0.2453,low
C002660,0.6032,medium
C002661,0.7221,medium
C002662,0.5244,medium
C002663,0.7501,high
C002664,0.8062,high
C002665,0.4349,low
C002666,0.7694,high
C002667,0.7541,high
C002668,0.9233,high
C002669,0.2364,low
C002670,0.5288,medium
C002671,0.7066,medium
C002672,0.833,high
C002673,0.3105,low
C002674,0.8389,high
C002675,0.6128,medium
C002676,0.1827,low
C002677,0.8326,high
C002678,0.598,medium
C002679,0.8189,high
C002680,0.742,medium
C002681,0.6966,medium
C002682,0.6888,medium
C002683,0.6588,medium
C002684,0.2819,low
C002685,0.9427,high
C002686,0.6971,medium
C002687,0.7724,high
C002688,0.5949,medium
C002689,0.7881,high
C002690,0.4576,low
C002691,0.8039,high
C002692,0.4664,low
C002693,0.8608,high
C002694,0.25,low
C002695,0.7727,high
C002696,0.5648,medium
C002697,0.5606,medium
C002698,0.8369,high
C002699,0.8892,high
C002700,0.8456,high
C002701,0.2199,low
C002702,0.8726,high
C002703,0.6762,medium
C002704,0.4509,low
C002705,0.4229,low
C002706,0.4345,low
C002707,0.701,medium
C002708,0.6179,medium
C002709,0.5741,medium
C002710,0.6153,medium
C002711,0.5026,medium
C002712,0.4698,low
C002713,0.4659,low
C002714,0.2622,low
C002715,0.3826,low
C002716,0.2047,low
C002717,0.7988,high
C002718,0.7222,medium
C002719,0.9609,high
C002720,0.8518,high
C002721,0.3538,low
C002722,0.7953,high
C002723,0.6323,medium
C002724,0.2795,low
C002725,0.545,medium
C002726,0.8661,high
C002727,0.8824,high
C002728,0.6232,medium
C002729,0.8185,high
C002730,0.8483,high
C002731,0.802,high
C002732,0.4456,low
C002733,0.6006,medium
C002734,0.6082,medium
C002735,0.767,high
C002736,0.8891,high
C002737,0.5338,medium
C002738,0.8998,high
C002739,0.8307,high
C002740,0.9058,high
C002741,0.9321,high
C002742,0.6741,medium
C002743,0.881,high
C002744,0.929,high
C002745,0.8286,high
C002746,0.7378,medium
C002747,0.8046,high
C002748,0.6733,medium
C002749,0.5173,medium
C002750,0.3354,low
C002751,0.7315,medium
C002752,0.2581,low
C002753,0.5874,medium
C002754,0.7993,high
C002755,0.5717,medium
C002756,0.6603,medium
C002757,0.8142,high
C002758,0.8449,high
C002759,0.6243,medium
C002760,0.8363,high
C002761,0.8835,high
C002762,0.9023,high
C002763,0.3521,low
C002764,0.7062,medium
C002765,0.8365,high
C002766,0.8161,high
C002767,0.6573,medium
C002768,0.7186,medium
C002769,0.4436,low
C002770,0.5907,medium
C002771,0.7289,medium
C002772,0.9168,high
C002773,0.6043,medium
C002774,0.7399,medium
C002775,0.7916,high
C002776,0.8163,high
C002777,0.683,medium
C002778,0.5446,medium
C002779,0.3651,low
C002780,0.8908,high
C002781,0.7151,medium
C002782,0.9124,high
C002783,0.6983,medium
C002784,0.4032,low
C002785,0.8094,high
C002786,0.94,high
C002787,0.5655,medium
C002788,0.8444,high
C002789,0.2484,low
C002790,0.5483,medium
C002791,0.8331,high
C002792,0.6989,medium
C002793,0.6572,medium
C002794,0.8515,high
C002795,0.7329,medium
C002796,0.442,low
C002797,0.4234,low
C002798,0.6251,medium
C002799,0.4167,low
C002800,0.4753,low
C002801,0.9534,high
C002802,0.5242,medium
C002803,0.8705,high
C002804,0.6995,medium
C002805,0.4261,low
C002806,0.3356,low
C002807,0.822,high
C002808,0.7014,medium
C002809,0.6522,medium
C002810,0.6347,medium
C002811,0.5364,medium
C002812,0.9336,high
C002813,0.579,medium
C002814,0.6411,medium
C002815,0.7567,high
C002816,0.8828,high
C002817,0.6641,medium
C002818,0.8715,high
C002819,0.6799,medium
C002820,0.8401,high
C002821,0.5577,medium
C002822,0.4066,low
C002823,0.8811,high
C002824,0.8658,high
C002825,0.6209,medium
C002826,0.5013,medium
C002827,0.3142,low
C002828,0.7156,medium
C002829,0.618,medium
C002830,0.2699,low
C002831,0.5723,medium
C002832,0.5396,medium
C002833,0.6822,medium
C002834,0.7414,medium
C002835,0.4909,low
C002836,0.6398,medium
C002837,0.5366,medium
C002838,0.588,medium
C002839,0.2977,low
C002840,0.7178,medium
C002841,0.5968,medium
C002842,0.5764,medium
C002843,0.8661,high
C002844,0.8813,high
C002845,0.8127,high
C002846,0.8703,high
C002847,0.6464,medium
C002848,0.5042,medium
C002849,0.7706,high
C002850,0.892,high
C002851,0.8723,high
C002852,0.7054,medium
C002853,0.8528,high
C002854,0.9024,high
C002855,0.9473,high
C002856,0.5169,medium
C002857,0.6182,medium
C002858,0.877,high
C002859,0.8637,high
C002860,0.9162,high
C002861,0.562,medium
C002862,0.2713,low
C002863,0.7727,high
C002864,0.8736,high
C002865,0.779,high
C002866,0.5981,medium
C002867,0.9427,high
C002868,0.2702,low
C002869,0.8953,high
C002870,0.7495,medium
C002871,0.4486,low
C002872,0.6515,medium
C002873,0.8659,high
C002874,0.768,high
C002875,0.6542,medium
C002876,0.7084,medium
C002877,0.9239,high
C002878,0.8071,high
C002879,0.5903,medium
C002880,0.6414,medium
C002881,0.9031,high
C002882,0.3826,low
C002883,0.7853,high
C002884,0.6523,medium
C002885,0.8042,high
C002886,0.5168,medium
C002887,0.7908,high
C002888,0.956,high
C002889,0.8544,high
C002890,0.9296,high
C002891,0.4449,low
C002892,0.6903,medium
C002893,0.2288,low
C002894,0.7221,medium
C002895,0.6189,medium
C002896,0.6127,medium
C002897,0.6592,medium
C002898,0.8943,high
C002899,0.886,high
C002900,0.8601,high
C002901,0.7706,high
C002902,0.7667,high
C002903,0.8512,high
C002904,0.6548,medium
C002905,0.6327,medium
C002906,0.4749,low
C002907,0.6102,medium
C002908,0.8046,high
C002909,0.5897,medium
C002910,0.7138,medium
C002911,0.5914,medium
C002912,0.558,medium
C002913,0.8447,high
C002914,0.4072,low
C002915,0.727,medium
C002916,0.4458,low
C002917,0.3323,low
C002918,0.6126,medium
C002919,0.9449,high
C002920,0.613,medium
C002921,0.2878,low
C002922,0.5923,medium
C002923,0.3752,low
C002924,0.8226,high
C002925,0.6561,medium
C002926,0.6675,medium
C002927,0.9354,high
C002928,0.6263,medium
C002929,0.6642,medium
C002930,0.7069,medium
C002931,0.1905,low
C002932,0.7866,high
C002933,0.7302,medium
C002934,0.7743,high
C002935,0.5435,medium
C002936,0.6768,medium
C002937,0.3231,low
C002938,0.5132,medium
C002939,0.7207,medium
C002940,0.8894,high
C002941,0.6928,medium
C002942,0.7509,high
C002943,0.9442,high
C002944,0.6943,medium
C002945,0.8802,high
C002946,0.7262,medium
C002947,0.6542,medium
C002948,0.8646,high
C002949,0.8324,high
C002950,0.4824,low
C002951,0.7728,high
C002952,0.4062,low
C002953,0.9754,high
C002954,0.4039,low
C002955,0.7646,high
C002956,0.6758,medium
C002957,0.835,high
C002958,0.523,medium
C002959,0.595,medium
C002960,0.7745,high
C002961,0.5825,medium
C002962,0.7119,medium
C002963,0.5702,medium
C002964,0.6145,medium
C002965,0.4444,low
C002966,0.6637,medium
C002967,0.9111,high
C002968,0.9197,high
C002969,0.9051,high
C002970,0.6863,medium
C002971,0.9502,high
C002972,0.7272,medium
C002973,0.5974,medium
C002974,0.6562,medium
C002975,0.9091,high
C002976,0.3836,low
C002977,0.6392,medium
C002978,0.3413,low
C002979,0.6333,medium
C002980,0.4368,low
C002981,0.9329,high
C002982,0.8925,high
C002983,0.4913,low
C002984,0.9524,high
C002985,0.7929,high
C002986,0.5512,medium
C002987,0.6471,medium
C002988,0.8634,high
C002989,0.3046,low
C002990,0.3146,low
C002991,0.5333,medium
C002992,0.8609,high
C002993,0.5825,medium
C002994,0.5319,medium
C002995,0.7686,high
C002996,0.9231,high
C002997,0.7499,medium
C002998,0.677,medium
C002999,0.696,medium
C003000,0.3236,low
C003001,0.7717,high
C003002,0.6942,medium
C003003,0.7794,high
C003004,0.8663,high
C003005,0.968,high
C003006,0.8289,high
C003007,0.8148,high
C003008,0.7111,medium
C003009,0.7723,high
C003010,0.9417,high
C003011,0.3014,low
C003012,0.6477,medium
C003013,0.6914,medium
C003014,0.5674,medium
C003015,0.7866,high
C003016,0.6267,medium
C003017,0.9156,high
C003018,0.7455,medium
C003019,0.7538,high
C003020,0.2721,low
C003021,0.898,high
C003022,0.824,high
C003023,0.6954,medium
C003024,0.8816,high
C003025,0.6067,medium
C003026,0.9277,high
C003027,0.3033,low
C003028,0.7806,high
C003029,0.7375,medium
C003030,0.6577,medium
C003031,0.9752,high
C003032,0.7075,medium
C003033,0.819,high
C003034,0.9075,high
C003035,0.8613,high
C003036,0.6488,medium
C003037,0.6183,medium
C003038,0.556,medium
C003039,0.7459,medium
C003040,0.9242,high
C003041,0.5248,medium
C003042,0.7889,high
C003043,0.5675,medium
C003044,0.9587,high
C003045,0.5472,medium
C003046,0.7877,high
C003047,0.4521,low
C003048,0.6465,medium
C003049,0.4934,low
C003050,0.9204,high
C003051,0.8075,high
C003052,0.477,low
C003053,0.8754,high
C003054,0.7109,medium
C003055,0.715,medium
C003056,0.6538,medium
C003057,0.8139,high
C003058,0.8063,high
C003059,0.9351,high
C003060,0.6106,medium
C003061,0.4791,low
C003062,0.8468,high
C003063,0.9104,high
C003064,0.4028,low
C003065,0.536,medium
C003066,0.7973,high
C003067,0.6314,medium
C003068,0.9686,high
C003069,0.8776,high
C003070,0.4214,low
C003071,0.8578,high
C003072,0.7984,high
C003073,0.4447,low
C003074,0.6609,medium
C003075,0.5863,medium
C003076,0.5729,medium
C003077,0.6146,medium
C003078,0.6986,medium
C003079,0.3076,low
C003080,0.6429,medium
C003081,0.4186,low
C003082,0.9268,high
C003083,0.6495,medium
C003084,0.7952,high
C003085,0.6402,medium
C003086,0.8216,high
C003087,0.9361,high
C003088,0.3281,low
C003089,0.8672,high
C003090,0.8964,high
C003091,0.4036,low
C003092,0.6639,medium
C003093,0.9577,high
C003094,0.2434,low
C003095,0.4805,low
C003096,0.7635,high
C003097,0.879,high
C003098,0.6921,medium
C003099,0.6975,medium
C003100,0.8039,high
C003101,0.6551,medium
C003102,0.2969,low
C003103,0.8873,high
C003104,0.2362,low
C003105,0.6447,medium
C003106,0.7041,medium
C003107,0.4955,low
C003108,0.6567,medium
C003109,0.5961,medium
C003110,0.9215,high
C003111,0.6452,medium
C003112,0.7836,high
C003113,0.8048,high
C003114,0.5016,medium
C003115,0.8877,high
C003116,0.6211,medium
C003117,0.912,high
C003118,0.7162,medium
C003119,0.6117,medium
C003120,0.8307,high
C003121,0.398,low
C003122,0.8635,high
C003123,0.705,medium
C003124,0.8265,high
C003125,0.7398,medium
C003126,0.6443,medium
C003127,0.7795,high
C003128,0.9472,high
C003129,0.268,low
C003130,0.894,high
C003131,0.7876,high
C003132,0.8483,high
C003133,0.9556,high
C003134,0.5341,medium
C003135,0.7894,high
C003136,0.4974,low
C003137,0.8392,high
C003138,0.8304,high
C003139,0.2455,low
C003140,0.8278,high
C003141,0.7747,high
C003142,0.6837,medium
C003143,0.6722,medium
C003144,0.845,high
C003145,0.8872,high
C003146,0.8564,high
C003147,0.6412,medium
C003148,0.7829,high
C003149,0.8138,high
C003150,0.5884,medium
C003151,0.6772,medium
C003152,0.4334,low
C003153,0.4859,low
C003154,0.8318,high
C003155,0.6227,medium
C003156,0.6454,medium
C003157,0.8474,high
C003158,0.6786,medium
C003159,0.3344,low
C003160,0.5685,medium
C003161,0.7031,medium
C003162,0.5691,medium
C003163,0.7486,medium
C003164,0.7804,high
C003165,0.7729,high
C003166,0.2384,low
C003167,0.8381,high
C003168,0.8932,high
C003169,0.7048,medium
C003170,0.7338,medium
C003171,0.2958,low
C003172,0.7862,high
C003173,0.767,high
C003174,0.483,low
C003175,0.313,low
C003176,0.7864,high
C003177,0.9151,high
C003178,0.1942,low
C003179,0.7316,medium
C003180,0.8697,high
C003181,0.5516,medium
C003182,0.7427,medium
C003183,0.6888,medium
C003184,0.8523,high
C003185,0.8249,high
C003186,0.4868,low
C003187,0.7168,medium
C003188,0.6961,medium
C003189,0.5758,medium
C003190,0.7821,high
C003191,0.4602,low
C003192,0.6066,medium
C003193,0.8693,high
C003194,0.7512,high
C003195,0.9421,high
C003196,0.6429,medium
C003197,0.2592,low
C003198,0.7325,medium
C003199,0.9643,high
C003200,0.9153,high
C003201,0.6711,medium
C003202,0.8334,high
C003203,0.5394,medium
C003204,0.9466,high
C003205,0.5428,medium
C003206,0.8465,high
C003207,0.5036,medium
C003208,0.6001,medium
C003209,0.9044,high
C003210,0.4773,low
C003211,0.8331,high
C003212,0.5342,medium
C003213,0.7928,high
C003214,0.4882,low
C003215,0.7124,medium
C003216,0.7884,high
C003217,0.5823,medium
C003218,0.4783,low
C003219,0.9577,high
C003220,0.672,medium
C003221,0.5725,medium
C003222,0.5918,medium
C003223,0.7008,medium
C003224,0.7389,medium
C003225,0.591,medium
C003226,0.8973,high
C003227,0.694,medium
C003228,0.5609,medium
C003229,0.943,high
C003230,0.8613,high
C003231,0.4645,low
C003232,0.8848,high
C003233,0.9651,high
C003234,0.8891,high
C003235,0.1591,low
C003236,0.8553,high
C003237,0.7144,medium
C003238,0.8021,high
C003239,0.932,high
C003240,0.7599,high
C003241,0.7352,medium
C003242,0.8558,high
C003243,0.6174,medium
C003244,0.3706,low
C003245,0.7136,medium
C003246,0.8176,high
C003247,0.7819,high
C003248,0.9454,high
C003249,0.8645,high
C003250,0.9055,high
C003251,0.384,low
C003252,0.8478,high
C003253,0.6641,medium
C003254,0.8319,high
C003255,0.7373,medium
C003256,0.8947,high
C003257,0.7945,high
C003258,0.6643,medium
C003259,0.8357,high
C003260,0.9719,high
C003261,0.6848,medium
C003262,0.9111,high
C003263,0.4222,low
C003264,0.8007,high
C003265,0.6626,medium
C003266,0.7049,medium
C003267,0.899,high
C003268,0.8424,high
C003269,0.3501,low
C003270,0.8996,high
C003271,0.5965,medium
C003272,0.7492,medium
C003273,0.8565,high
C003274,0.532,medium
C003275,0.8296,high
C003276,0.6764,medium
C003277,0.7889,high
C003278,0.6507,medium
C003279,0.9002,high
C003280,0.7115,medium
C003281,0.805,high
C003282,0.277,low
C003283,0.6012,medium
C003284,0.9026,high
C003285,0.5994,medium
C003286,0.8424,high
C003287,0.957,high
C003288,0.8993,high
C003289,0.9394,high
C003290,0.6983,medium
C003291,0.8827,high
C003292,0.718,medium
C003293,0.8138,high
C003294,0.8438,high
C003295,0.721,medium
C003296,0.8416,high
C003297,0.4335,low
C003298,0.8311,high
C003299,0.5181,medium
C003300,0.7976,high
C003301,0.9406,high
C003302,0.8593,high
C003303,0.7292,medium
C003304,0.6696,medium
C003305,0.8545,high
C003306,0.6823,medium
C003307,0.8672,high
C003308,0.891,high
C003309,0.147,low
C003310,0.788,high
C003311,0.773,high
C003312,0.7339,medium
C003313,0.6676,medium
C003314,0.4604,low
C003315,0.6632,medium
C003316,0.8383,high
C003317,0.6819,medium
C003318,0.9142,high
C003319,0.8785,high
C003320,0.8764,high
C003321,0.7571,high
C003322,0.4899,low
C003323,0.7007,medium
C003324,0.6735,medium
C003325,0.6482,medium
C003326,0.6248,medium
C003327,0.8497,high
C003328,0.7322,medium
C003329,0.6635,medium
C003330,0.4115,low
C003331,0.9711,high
C003332,0.9794,high
C003333,0.3538,low
C003334,0.9284,high
C003335,0.6704,medium
C003336,0.8158,high
C003337,0.891,high
C003338,0.7438,medium
C003339,0.5443,medium
C003340,0.7517,high
C003341,0.6334,medium
C003342,0.9076,high
C003343,0.736,medium
C003344,0.8368,high
C003345,0.4262,low
C003346,0.9331,high
C003347,0.913,high
C003348,0.9648,high
C003349,0.4283,low
C003350,0.6119,medium
C003351,0.692,medium
C003352,0.7259,medium
C003353,0.6836,medium
C003354,0.7655,high
C003355,0.8627,high
C003356,0.8632,high
C003357,0.7571,high
C003358,0.4194,low
C003359,0.8531,high
C003360,0.3438,low
C003361,0.711,medium
C003362,0.8945,high
C003363,0.6619,medium
C003364,0.7624,high
C003365,0.9312,high
C003366,0.742,medium
C003367,0.9331,high
C003368,0.6843,medium
C003369,0.9101,high
C003370,0.8684,high
C003371,0.8466,high
C003372,0.8191,high
C003373,0.3252,low
C003374,0.8142,high
C003375,0.5319,medium
C003376,0.7788,high
C003377,0.623,medium
C003378,0.8967,high
C003379,0.7325,medium
C003380,0.7783,high
C003381,0.8529,high
C003382,0.3285,low
C003383,0.8143,high
C003384,0.6008,medium
C003385,0.8739,high
C003386,0.3857,low
C003387,0.6925,medium
C003388,0.7241,medium
C003389,0.8265,high
C003390,0.8432,high
C003391,0.5558,medium
C003392,0.7361,medium
C003393,0.483,low
C003394,0.9079,high
C003395,0.7373,medium
C003396,0.7065,medium
C003397,0.8891,high
C003398,0.3573,low
C003399,0.8948,high
C003400,0.2258,low
C003401,0.711,medium
C003402,0.9473,high
C003403,0.8711,high
C003404,0.6025,medium
C003405,0.5494,medium
C003406,0.8523,high
C003407,0.9218,high
C003408,0.8234,high
C003409,0.2151,low
C003410,0.7593,high
C003411,0.4306,low
C003412,0.7776,high
C003413,0.3209,low
C003414,0.2567,low
C003415,0.799,high
C003416,0.5398,medium
C003417,0.2543,low
C003418,0.8796,high
C003419,0.2747,low
C003420,0.189,low
C003421,0.7071,medium
C003422,0.4323,low
C003423,0.6847,medium
C003424,0.6434,medium
C003425,0.7151,medium
C003426,0.6154,medium
C003427,0.2172,low
C003428,0.6179,medium
C003429,0.5717,medium
C003430,0.9487,high
C003431,0.8048,high
C003432,0.9184,high
C003433,0.5572,medium
C003434,0.9082,high
C003435,0.6536,medium
C003436,0.9132,high
C003437,0.843,high
C003438,0.7956,high
C003439,0.6488,medium
C003440,0.218,low
C003441,0.816,high
C003442,0.5935,medium
C003443,0.7283,medium
C003444,0.1923,low
C003445,0.7607,high
C003446,0.6966,medium
C003447,0.7477,medium
C003448,0.4549,low
C003449,0.936,high
C003450,0.6577,medium
C003451,0.5323,medium
C003452,0.9099,high
C003453,0.5022,medium
C003454,0.3306,low
C003455,0.6648,medium
C003456,0.8808,high
C003457,0.772,high
C003458,0.7486,medium
C003459,0.5508,medium
C003460,0.6103,medium
C003461,0.8706,high
C003462,0.5512,medium
C003463,0.6166,medium
C003464,0.9604,high
C003465,0.8936,high
C003466,0.8075,high
C003467,0.6022,medium
C003468,0.6743,medium
C003469,0.5225,medium
C003470,0.8248,high
C003471,0.9568,high
C003472,0.8471,high
C003473,0.6076,medium
C003474,0.6212,medium
C003475,0.6219,medium
C003476,0.8116,high
C003477,0.6245,medium
C003478,0.8029,high
C003479,0.7573,high
C003480,0.7546,high
C003481,0.7651,high
C003482,0.8087,high
C003483,0.9278,high
C003484,0.8024,high
C003485,0.9123,high
C003486,0.1918,low
C003487,0.761,high
C003488,0.4846,low
C003489,0.6261,medium
C003490,0.9414,high
C003491,0.3455,low
C003492,0.9232,high
C003493,0.8376,high
C003494,0.1279,low
C003495,0.4053,low
C003496,0.6807,medium
C003497,0.3995,low
C003498,0.9299,high
C003499,0.3078,low
C003500,0.9259,high
C003501,0.8285,high
C003502,0.9191,high
C003503,0.6841,medium
C003504,0.6275,medium
C003505,0.5184,medium
C003506,0.2855,low
C003507,0.7991,high
C003508,0.9677,high
C003509,0.4313,low
C003510,0.7171,medium
C003511,0.8573,high
C003512,0.6241,medium
C003513,0.6923,medium
C003514,0.8077,high
C003515,0.6302,medium
C003516,0.5955,medium
C003517,0.6873,medium
C003518,0.5947,medium
C003519,0.301,low
C003520,0.4413,low
C003521,0.6714,medium
C003522,0.8268,high
C003523,0.9472,high
C003524,0.9265,high
C003525,0.7635,high
C003526,0.8604,high
C003527,0.9644,high
C003528,0.5088,medium
C003529,0.765,high
C003530,0.582,medium
C003531,0.4666,low
C003532,0.4431,low
C003533,0.733,medium
C003534,0.9673,high
C003535,0.8944,high
C003536,0.4968,low
C003537,0.5115,medium
C003538,0.719,medium
C003539,0.8568,high
C003540,0.329,low
C003541,0.835,high
C003542,0.7896,high
C003543,0.5567,medium
C003544,0.9565,high
C003545,0.7063,medium
C003546,0.9178,high
C003547,0.8874,high
C003548,0.9258,high
C003549,0.7113,medium
C003550,0.6398,medium
C003551,0.3218,low
C003552,0.3082,low
C003553,0.7779,high
C003554,0.7244,medium
C003555,0.8423,high
C003556,0.468,low
C003557,0.8654,high
C003558,0.5309,medium
C003559,0.7586,high
C003560,0.6993,medium
C003561,0.7734,high
C003562,0.8552,high
C003563,0.8711,high
C003564,0.8956,high
C003565,0.3673,low
C003566,0.7962,high
C003567,0.8575,high
C003568,0.7169,medium
C003569,0.7408,medium
C003570,0.9124,high
C003571,0.7519,high
C003572,0.874,high
C003573,0.8697,high
C003574,0.4591,low
C003575,0.6216,medium
C003576,0.6871,medium
C003577,0.5313,medium
C003578,0.8494,high
C003579,0.7188,medium
C003580,0.5722,medium
C003581,0.5071,medium
C003582,0.9306,high
C003583,0.8304,high
C003584,0.6486,medium
C003585,0.8869,high
C003586,0.797,high
C003587,0.7102,medium
C003588,0.9292,high
C003589,0.4039,low
C003590,0.7702,high
C003591,0.891,high
C003592,0.7632,high
C003593,0.8075,high
C003594,0.8913,high
C003595,0.682,medium
C003596,0.5716,medium
C003597,0.5843,medium
C003598,0.9071,high
C003599,0.5643,medium
C003600,0.8608,high
C003601,0.7602,high
C003602,0.9553,high
C003603,0.7201,medium
C003604,0.8269,high
C003605,0.7949,high
C003606,0.7992,high
C003607,0.8224,high
C003608,0.368,low
C003609,0.2728,low
C003610,0.5548,medium
C003611,0.3611,low
C003612,0.9334,high
C003613,0.6522,medium
C003614,0.6361,medium
C003615,0.6685,medium
C003616,0.9765,high
C003617,0.8934,high
C003618,0.4629,low
C003619,0.7672,high
C003620,0.7847,high
C003621,0.9374,high
C003622,0.4168,low
C003623,0.6199,medium
C003624,0.8121,high
C003625,0.7148,medium
C003626,0.4371,low
C003627,0.8319,high
C003628,0.6863,medium
C003629,0.5609,medium
C003630,0.6249,medium
C003631,0.738,medium
C003632,0.9618,high
C003633,0.8179,high
C003634,0.4486,low
C003635,0.7829,high
C003636,0.7237,medium
C003637,0.6987,medium
C003638,0.7861,high
C003639,0.9003,high
C003640,0.5602,medium
C003641,0.5233,medium
C003642,0.4907,low
C003643,0.5698,medium
C003644,0.3714,low
C003645,0.6016,medium
C003646,0.512,medium
C003647,0.2496,low
C003648,0.7636,high
C003649,0.7634,high
C003650,0.9407,high
C003651,0.7009,medium
C003652,0.9272,high
C003653,0.7382,medium
C003654,0.6757,medium
C003655,0.7534,high
C003656,0.8882,high
C003657,0.6476,medium
C003658,0.443,low
C003659,0.5736,medium
C003660,0.7497,medium
C003661,0.7006,medium
C003662,0.4411,low
C003663,0.8322,high
C003664,0.767,high
C003665,0.7413,medium
C003666,0.8883,high
C003667,0.8699,high
C003668,0.2482,low
C003669,0.6725,medium
C003670,0.5144,medium
C003671,0.9334,high
C003672,0.8293,high
C003673,0.8654,high
C003674,0.285,low
C003675,0.7081,medium
C003676,0.8611,high
C003677,0.7142,medium
C003678,0.4597,low
C003679,0.8474,high
C003680,0.6995,medium
C003681,0.8908,high
C003682,0.8813,high
C003683,0.5178,medium
C003684,0.3709,low
C003685,0.9673,high
C003686,0.8583,high
C003687,0.4372,low
C003688,0.4066,low
C003689,0.7138,medium
C003690,0.7729,high
C003691,0.4393,low
C003692,0.7702,high
C003693,0.7463,medium
C003694,0.8005,high
C003695,0.4873,low
C003696,0.4567,low
C003697,0.6312,medium
C003698,0.7689,high
C003699,0.5588,medium
C003700,0.8694,high
C003701,0.9417,high
C003702,0.6265,medium
C003703,0.9221,high
C003704,0.6905,medium
C003705,0.9055,high
C003706,0.8573,high
C003707,0.8257,high
C003708,0.7569,high
C003709,0.8766,high
C003710,0.6723,medium
C003711,0.7552,high
C003712,0.7912,high
C003713,0.861,high
C003714,0.5298,medium
C003715,0.7209,medium
