customer_id,tenure_months,monthly_charges,total_charges,support_tickets_90d,late_payments_6m,payment_method,contract,has_auto_pay,has_premium,usage_drop_30d,nps_score,churn
C002681,7,158.06,1140.58,2,0,credit_card,month_to_month,1,1,-0.23,40,0
C002682,24,119.22,2922.93,1,0,boleto,one_year,0,0,-0.082,27,1
C002683,49,112.85,5598.61,0,0,pix,month_to_month,0,0,0.104,11,1
C002684,31,77.22,2420.28,0,0,credit_card,one_year,1,0,-0.196,18,0
C002685,29,110.42,3197.96,4,1,credit_card,month_to_month,0,0,-0.048,1,1
C002686,15,110.46,1696.58,2,1,pix,one_year,1,0,-0.011,-5,1
C002687,34,62.15,2055.91,2,0,credit_card,month_to_month,0,0,0.112,40,0
C002688,39,91.12,3461.31,0,0,credit_card,one_year,0,0,0.0,-26,1
C002689,59,98.69,5844.25,3,1,credit_card,month_to_month,0,0,0.001,44,1
C002690,44,124.47,5426.47,0,2,credit_card,one_year,1,1,-0.077,11,1
C002691,37,126.15,4664.18,1,0,credit_card,month_to_month,0,0,0.246,16,1
C002692,55,89.65,4936.94,0,1,pix,two_year,0,0,0.169,14,0
C002693,26,126.41,3299.08,1,0,boleto,month_to_month,0,0,0.162,38,1
C002694,57,103.63,5953.64,2,1,credit_card,two_year,1,0,-0.09,72,1
C002695,23,20.0,501.6,2,2,pix,month_to_month,0,0,-0.042,83,1
C002696,8,93.04,754.03,0,0,credit_card,month_to_month,1,0,0.136,57,0
C002697,26,147.76,3819.78,1,0,credit_card,one_year,0,0,-0.056,23,1
C002698,8,51.14,414.48,2,1,pix,month_to_month,0,0,-0.117,48,1
C002699,8,113.94,881.74,0,0,boleto,one_year,0,0,0.102,-51,1
C002700,53,165.48,8760.84,2,1,boleto,month_to_month,0,0,-0.185,41,1
C002701,48,83.38,4133.08,0,0,credit_card,one_year,1,1,0.012,34,0
C002702,14,110.08,1550.16,0,1,credit_card,month_to_month,1,0,0.211,-34,1
C002703,51,64.36,3304.84,1,1,pix,month_to_month,1,0,0.076,0,0
C002704,5,166.95,799.49,1,0,credit_card,one_year,1,0,-0.138,30,0
C002705,18,107.08,1978.5,1,0,pix,one_year,1,1,0.135,33,0
C002706,43,111.63,4838.19,0,0,boleto,one_year,0,0,-0.058,54,1
C002707,19,157.4,3028.98,3,1,credit_card,one_year,0,0,0.202,78,1
C002708,44,133.15,5869.42,1,0,pix,month_to_month,1,0,0.142,15,1
C002709,53,79.35,4257.42,2,1,pix,one_year,1,1,-0.012,-20,0
C002710,4,87.35,412.97,0,1,pix,month_to_month,1,0,-0.085,49,1
C002711,2,127.32,268.8,0,0,credit_card,month_to_month,1,0,-0.103,65,0
C002712,57,88.16,5019.15,0,0,boleto,one_year,0,0,0.516,64,0
C002713,32,35.9,1193.42,1,0,credit_card,month_to_month,1,1,-0.362,36,0
C002714,31,108.14,3307.03,1,2,credit_card,two_year,1,0,-0.267,90,0
C002715,28,58.19,1593.49,0,0,pix,two_year,1,0,0.248,10,0
C002716,27,166.57,4494.72,0,0,pix,two_year,1,0,0.21,76,1
C002717,42,116.19,4792.81,0,0,credit_card,month_to_month,0,0,0.115,-21,1
C002718,35,78.32,2782.54,1,0,boleto,one_year,1,0,-0.309,-59,0
C002719,10,85.55,807.33,4,0,pix,month_to_month,0,1,0.147,-21,1
C002720,38,43.87,1643.53,1,0,boleto,month_to_month,0,0,-0.126,0,1
C002721,41,71.52,2921.61,1,0,credit_card,one_year,1,0,0.032,20,1
C002722,7,145.57,1020.96,2,1,credit_card,one_year,1,0,0.123,-13,0
C002723,23,188.11,4309.41,0,0,credit_card,month_to_month,1,0,0.141,24,0
C002724,48,135.42,6496.98,0,0,pix,two_year,0,0,-0.067,43,0
C002725,38,106.78,4054.6,0,1,credit_card,two_year,0,0,0.281,32,1
C002726,9,94.88,831.58,1,0,credit_card,month_to_month,0,1,0.196,15,1
C002727,3,76.52,190.91,2,2,boleto,month_to_month,1,1,-0.123,62,0
C002728,35,182.09,6427.29,3,0,pix,two_year,1,0,-0.036,-8,1
C002729,28,103.39,2789.81,1,1,pix,month_to_month,0,1,-0.087,12,0
C002730,58,184.05,10664.44,3,0,pix,month_to_month,0,1,0.039,1,1
C002731,32,158.77,5057.3,2,0,boleto,month_to_month,1,0,0.163,43,1
C002732,56,49.07,2768.98,2,0,pix,one_year,0,1,-0.283,5,1
C002733,13,86.69,1054.28,0,2,boleto,one_year,1,0,-0.307,34,1
C002734,27,86.58,2312.76,2,1,boleto,one_year,1,0,-0.1,49,1
C002735,9,107.21,959.73,1,0,credit_card,one_year,0,0,0.293,2,0
C002736,35,107.89,3829.62,3,1,credit_card,one_year,0,0,0.093,-36,1
C002737,12,214.87,2595.03,0,0,credit_card,one_year,1,0,0.334,12,0
C002738,30,72.3,2109.74,1,2,pix,month_to_month,0,0,0.022,-8,1
C002739,21,118.01,2453.92,1,0,credit_card,month_to_month,0,0,-0.102,-2,1
C002740,12,131.58,1623.24,2,0,credit_card,month_to_month,1,0,-0.252,-66,0
C002741,6,109.94,599.63,1,1,pix,month_to_month,0,0,-0.099,-37,1
C002742,31,113.86,3525.61,1,0,boleto,month_to_month,1,0,-0.062,48,0
C002743,57,73.43,4185.15,3,0,boleto,month_to_month,0,1,-0.387,-13,1
C002744,12,113.73,1345.44,0,4,boleto,month_to_month,0,1,-0.101,60,1
C002745,25,127.9,3332.26,1,0,credit_card,month_to_month,0,0,-0.103,-5,1
C002746,14,121.47,1679.89,2,0,credit_card,month_to_month,1,1,0.054,37,1
C002747,49,129.96,6390.38,2,0,boleto,month_to_month,1,1,0.042,11,1
C002748,25,159.44,3947.72,2,1,pix,one_year,0,0,0.108,43,1
C002749,59,142.79,8451.22,3,1,credit_card,one_year,1,1,-0.242,11,0
C002750,15,112.5,1730.97,0,0,credit_card,one_year,1,1,-0.154,27,0
C002751,5,68.99,315.54,1,1,credit_card,month_to_month,1,1,0.217,63,0
C002752,35,89.0,3112.26,0,0,credit_card,one_year,1,0,0.003,36,0
C002753,40,102.31,4047.75,1,1,credit_card,one_year,1,1,0.202,-4,0
C002754,60,118.83,7072.71,2,0,credit_card,month_to_month,1,0,0.025,-46,1
C002755,53,93.26,4994.53,1,0,credit_card,month_to_month,1,1,0.084,16,0
C002756,54,77.25,4143.76,0,1,boleto,month_to_month,1,0,0.145,35,0
C002757,39,68.41,2547.43,1,0,boleto,month_to_month,0,1,-0.05,25,1
C002758,22,52.21,1236.86,1,0,credit_card,month_to_month,0,1,-0.07,-11,0
C002759,26,101.78,2606.09,1,0,credit_card,month_to_month,1,0,-0.072,25,0
C002760,9,58.56,514.74,1,1,credit_card,month_to_month,0,0,0.036,43,1
C002761,26,74.98,2031.57,1,2,boleto,month_to_month,0,0,0.153,69,1
C002762,22,96.21,2109.61,2,3,credit_card,month_to_month,1,0,-0.023,12,1
C002763,3,63.24,181.56,2,0,pix,two_year,1,1,0.258,100,0
C002764,13,123.29,1541.38,2,0,credit_card,month_to_month,1,1,0.365,71,0
C002765,33,135.91,4403.22,4,0,boleto,one_year,0,1,-0.108,26,0
C002766,23,90.77,2079.39,0,1,credit_card,month_to_month,0,1,0.264,29,1
C002767,60,94.7,5700.38,2,2,boleto,one_year,0,0,0.047,69,1
C002768,29,128.81,3750.77,0,1,boleto,one_year,1,0,0.119,-14,0
C002769,58,85.01,4906.53,0,0,credit_card,one_year,0,0,0.026,-8,1
C002770,40,82.6,3305.19,0,1,credit_card,one_year,1,0,0.269,-25,0
C002771,3,151.88,363.77,1,0,credit_card,one_year,0,1,0.113,11,0
C002772,13,140.95,1855.31,2,3,credit_card,one_year,0,1,-0.013,-10,1
C002773,43,131.05,5643.4,1,0,pix,month_to_month,1,0,-0.025,8,1
C002774,33,142.4,4797.8,1,0,boleto,month_to_month,1,0,-0.166,19,0
C002775,19,40.8,775.48,0,0,boleto,one_year,0,0,-0.053,-28,1
C002776,32,157.38,4989.16,2,1,credit_card,month_to_month,0,1,0.27,68,1
C002777,55,123.72,6802.18,1,1,credit_card,month_to_month,0,0,0.245,62,0
C002778,24,145.38,3472.67,0,0,boleto,two_year,1,0,-0.065,4,1
C002779,3,123.55,392.39,0,0,credit_card,two_year,0,1,-0.148,72,0
C002780,19,111.71,2123.88,3,0,credit_card,month_to_month,0,1,0.221,34,1
C002781,57,100.36,5657.76,3,0,credit_card,month_to_month,0,0,0.127,58,0
C002782,46,122.85,5569.32,2,2,credit_card,month_to_month,0,0,-0.306,-27,1
C002783,51,99.09,5066.68,1,0,pix,month_to_month,1,0,0.568,8,0
C002784,55,140.38,7789.82,2,1,credit_card,two_year,1,1,0.052,42,1
C002785,8,54.47,439.76,1,0,credit_card,month_to_month,1,1,0.356,14,1
C002786,17,91.04,1588.43,2,4,credit_card,month_to_month,1,0,0.081,14,1
C002787,4,181.57,776.92,0,0,credit_card,two_year,0,0,-0.137,16,1
C002788,1,88.09,101.43,3,0,credit_card,month_to_month,1,1,0.085,33,1
C002789,51,101.65,5143.22,1,0,credit_card,two_year,1,0,-0.214,24,0
C002790,57,79.11,4519.02,2,0,credit_card,month_to_month,0,0,0.027,75,0
C002791,10,121.75,1277.9,0,0,credit_card,month_to_month,0,0,-0.146,-15,1
C002792,44,84.23,3732.65,1,1,boleto,two_year,0,0,0.013,23,1
C002793,33,103.5,3453.03,0,2,credit_card,month_to_month,1,1,0.095,45,1
C002794,5,139.71,675.42,0,0,boleto,one_year,0,0,0.103,-24,1
C002795,55,85.54,4694.76,1,1,credit_card,month_to_month,0,1,-0.213,8,1
C002796,53,137.6,7286.94,3,0,credit_card,one_year,1,1,-0.066,26,1
C002797,35,138.78,4854.66,1,1,pix,month_to_month,1,1,-0.306,73,0
C002798,43,146.92,6376.11,1,1,credit_card,one_year,0,0,0.162,25,1
C002799,24,114.92,2640.7,0,0,credit_card,two_year,0,0,0.087,47,1
C002800,48,223.44,10726.84,0,1,credit_card,month_to_month,1,1,-0.161,49,1
C002801,27,146.91,3962.56,1,0,credit_card,month_to_month,0,0,0.303,-76,1
C002802,60,121.37,7213.67,0,0,boleto,one_year,0,0,0.134,23,0
C002803,4,79.34,350.96,1,1,boleto,two_year,0,1,0.031,5,1
C002804,11,106.6,1136.41,1,2,credit_card,month_to_month,1,1,-0.035,73,1
C002805,59,159.92,9417.51,1,1,credit_card,two_year,0,0,-0.065,44,0
C002806,18,169.83,3149.45,0,1,credit_card,two_year,1,0,-0.092,51,0
C002807,19,161.74,3123.59,2,2,credit_card,one_year,0,0,0.261,38,1
C002808,48,137.48,6627.85,1,0,pix,month_to_month,0,0,0.099,24,1
C002809,12,66.05,811.66,0,0,boleto,month_to_month,1,0,-0.139,49,0
C002810,31,127.05,3930.34,1,0,credit_card,one_year,0,1,0.283,19,1
C002811,18,66.55,1297.89,2,0,credit_card,one_year,0,1,0.034,65,0
C002812,12,57.94,735.37,2,1,boleto,month_to_month,1,1,-0.115,-17,1
C002813,58,118.37,6828.01,2,0,credit_card,month_to_month,1,0,0.406,56,1
C002814,12,128.31,1469.74,2,1,pix,one_year,1,1,-0.147,7,1
C002815,6,141.62,878.05,3,0,pix,month_to_month,1,0,-0.099,44,1
C002816,41,127.4,5220.6,0,3,credit_card,month_to_month,1,1,0.05,-35,1
C002817,53,128.61,6744.65,1,0,pix,month_to_month,0,0,0.108,29,1
C002818,8,75.54,625.73,2,0,credit_card,month_to_month,0,0,-0.086,15,1
C002819,43,106.33,4558.56,0,3,credit_card,month_to_month,1,0,-0.348,18,0
C002820,33,57.25,1915.81,2,0,pix,month_to_month,1,0,0.056,-42,1
C002821,50,39.88,2016.19,0,1,boleto,one_year,0,0,-0.138,21,0
C002822,8,135.92,1056.97,0,0,credit_card,one_year,1,1,-0.015,25,0
C002823,59,83.64,4966.44,2,1,pix,month_to_month,0,1,-0.096,-42,1
C002824,38,140.54,5315.53,2,0,credit_card,month_to_month,0,0,-0.145,-20,1
C002825,51,148.79,7566.76,0,1,boleto,one_year,0,1,0.002,26,0
C002826,22,88.32,1916.51,0,0,pix,month_to_month,1,0,-0.064,34,1
C002827,57,130.66,7504.22,0,0,pix,two_year,0,0,-0.101,18,0
C002828,38,86.86,3286.63,3,0,credit_card,one_year,0,0,0.224,22,1
C002829,8,45.39,431.78,3,0,credit_card,two_year,1,0,-0.129,21,1
C002830,56,114.32,6490.86,0,0,pix,one_year,1,1,0.005,1,0
C002831,48,93.52,4452.0,2,0,credit_card,two_year,0,0,0.043,14,1
C002832,19,94.6,1651.29,1,0,pix,one_year,1,1,-0.254,-29,1
C002833,33,179.14,5963.75,1,0,credit_card,month_to_month,1,1,-0.151,0,1
C002834,24,56.6,1341.18,2,1,credit_card,one_year,0,1,0.043,19,1
C002835,33,123.4,4028.91,1,0,credit_card,month_to_month,1,1,0.036,63,0
C002836,58,75.18,4331.11,1,0,credit_card,month_to_month,0,0,-0.092,16,1
C002837,54,141.79,7635.87,2,0,credit_card,month_to_month,0,0,0.045,92,0
C002838,13,120.45,1630.65,2,1,credit_card,one_year,0,1,0.098,88,0
C002839,59,123.28,7281.34,1,0,pix,one_year,1,0,0.156,22,0
C002840,27,76.93,2141.26,2,0,credit_card,two_year,0,1,0.17,6,1
C002841,43,83.2,3602.5,2,0,boleto,month_to_month,1,1,0.268,99,1
C002842,46,142.45,6537.41,3,0,credit_card,two_year,0,1,0.069,46,0
C002843,29,171.98,4967.84,4,1,boleto,one_year,0,0,-0.2,35,1
C002844,28,126.81,3578.78,0,2,credit_card,month_to_month,0,0,-0.003,-5,1
C002845,28,78.59,2241.55,2,0,pix,month_to_month,0,1,-0.178,5,1
C002846,52,121.86,6386.71,1,1,credit_card,month_to_month,0,0,0.202,-15,1
C002847,24,194.96,4666.0,0,0,credit_card,month_to_month,0,0,0.297,72,1
C002848,17,113.58,1939.7,1,1,credit_card,one_year,1,1,0.049,38,1
C002849,22,161.16,3574.82,1,0,credit_card,month_to_month,1,0,0.259,9,1
C002850,12,84.09,989.86,2,1,credit_card,month_to_month,1,1,0.247,3,1
C002851,24,108.53,2547.9,2,0,boleto,one_year,0,0,0.105,-15,1
C002852,7,131.68,881.48,0,0,credit_card,month_to_month,1,1,0.145,18,1
C002853,6,123.91,731.39,1,1,boleto,two_year,0,0,0.221,26,0
C002854,44,83.18,3692.87,1,1,credit_card,month_to_month,0,0,-0.201,-60,1
C002855,5,81.67,471.28,1,0,boleto,month_to_month,0,1,0.095,-14,1
C002856,35,144.59,4992.85,0,1,credit_card,two_year,1,1,0.15,-4,0
C002857,47,151.7,7100.23,0,0,boleto,month_to_month,0,0,-0.208,58,0
C002858,44,162.93,7150.81,1,1,pix,month_to_month,0,0,0.394,1,1
C002859,27,173.14,4714.45,1,1,credit_card,two_year,0,0,0.247,-43,1
C002860,12,114.71,1350.13,0,1,credit_card,month_to_month,0,0,0.248,-19,1
C002861,56,99.11,5528.56,2,1,boleto,two_year,0,0,0.124,80,1
C002862,51,157.28,7950.92,0,0,credit_card,two_year,1,0,-0.121,7,0
C002863,37,134.96,5017.6,0,2,credit_card,month_to_month,1,0,-0.178,-16,1
C002864,6,75.61,445.61,1,1,credit_card,one_year,0,1,0.032,-39,1
C002865,3,73.82,188.77,1,1,credit_card,one_year,0,1,0.175,21,1
C002866,19,127.22,2404.16,0,1,pix,two_year,0,0,0.148,25,0
C002867,10,103.8,1094.3,1,3,credit_card,month_to_month,0,1,0.358,35,1
C002868,52,109.07,5621.65,1,1,credit_card,one_year,0,0,-0.006,100,0
C002869,13,147.54,1875.92,1,0,credit_card,month_to_month,0,0,-0.015,-23,1
C002870,17,136.57,2384.24,1,1,credit_card,one_year,0,0,0.051,7,0
C002871,59,156.55,9239.98,0,0,boleto,one_year,0,1,-0.158,30,0
C002872,50,42.4,2153.3,1,1,boleto,two_year,1,1,0.32,5,0
C002873,14,118.87,1684.25,0,1,pix,month_to_month,1,0,0.005,-52,1
C002874,24,134.31,3221.77,0,1,credit_card,month_to_month,0,0,0.096,38,0
C002875,31,56.57,1736.24,1,0,credit_card,two_year,0,0,0.197,-2,1
C002876,40,87.08,3524.72,3,1,credit_card,one_year,1,1,-0.085,-17,1
C002877,57,80.58,4651.35,3,0,boleto,month_to_month,0,1,0.1,-11,1
C002878,53,110.76,5924.46,3,2,boleto,month_to_month,1,0,0.049,74,1
C002879,59,166.97,9792.24,4,0,boleto,two_year,1,1,0.226,65,0
C002880,3,180.79,607.62,1,0,pix,two_year,1,0,0.052,-18,1
C002881,15,81.5,1204.6,1,1,credit_card,month_to_month,0,0,-0.464,-41,1
C002882,34,128.43,4328.85,0,1,pix,one_year,0,0,-0.118,51,1
C002883,3,129.56,380.21,4,0,pix,month_to_month,0,0,-0.22,92,1
C002884,22,123.57,2760.03,0,1,credit_card,month_to_month,0,0,0.397,100,1
C002885,10,123.96,1266.67,1,1,credit_card,one_year,1,1,0.305,-30,1
C002886,56,120.63,6742.57,1,1,boleto,month_to_month,1,1,-0.337,68,1
C002887,4,169.06,718.14,0,2,credit_card,month_to_month,1,1,-0.132,20,1
C002888,9,148.59,1344.27,2,1,credit_card,month_to_month,0,0,-0.199,-48,1
C002889,12,72.89,846.09,2,0,credit_card,month_to_month,1,0,0.089,-10,1
C002890,9,137.85,1205.25,2,1,boleto,month_to_month,1,0,-0.122,-8,1
C002891,35,141.23,4963.67,1,0,pix,two_year,0,0,0.002,37,0
C002892,22,121.02,2658.4,0,0,pix,month_to_month,1,0,-0.198,-28,0
C002893,55,149.6,8159.22,1,0,pix,one_year,1,1,0.127,53,0
C002894,16,116.58,1907.68,1,0,credit_card,month_to_month,0,0,-0.252,37,1
C002895,33,117.02,3837.53,2,0,boleto,two_year,1,1,0.501,56,1
C002896,40,114.24,4649.34,2,0,credit_card,one_year,1,1,0.321,-3,1
C002897,38,39.36,1425.59,3,1,credit_card,two_year,1,0,0.497,34,0
C002898,48,107.19,5135.9,2,1,pix,month_to_month,0,0,0.159,-16,1
C002899,13,86.61,1090.95,3,0,pix,month_to_month,0,1,0.33,44,1
C002900,31,68.47,2073.93,2,0,boleto,month_to_month,1,0,0.211,12,1
C002901,49,160.19,7825.0,2,0,credit_card,month_to_month,0,0,-0.131,15,1
C002902,52,127.65,6726.19,1,1,credit_card,month_to_month,0,0,-0.017,19,1
C002903,38,108.96,4147.49,1,0,boleto,one_year,0,1,0.126,-41,1
C002904,40,90.23,3569.69,1,0,credit_card,month_to_month,0,0,0.257,62,1
C002905,52,120.37,6167.6,2,1,credit_card,one_year,0,0,0.049,23,1
C002906,38,144.7,5412.54,2,0,pix,one_year,0,1,0.15,62,0
C002907,57,81.06,4593.38,4,0,credit_card,month_to_month,1,1,-0.01,59,1
C002908,8,109.83,846.96,0,2,credit_card,one_year,0,1,-0.024,-8,1
C002909,21,140.38,2936.83,0,0,credit_card,month_to_month,1,1,-0.215,11,0
C002910,7,42.24,182.07,1,0,credit_card,two_year,1,1,0.13,-34,1
C002911,6,107.99,643.33,1,1,credit_card,one_year,0,1,-0.039,63,1
C002912,29,94.97,2805.66,0,2,credit_card,two_year,0,1,-0.181,31,0
C002913,14,105.32,1555.57,1,1,credit_card,month_to_month,0,0,-0.057,27,1
C002914,25,92.44,2216.35,0,0,credit_card,one_year,1,1,0.101,10,0
C002915,27,114.82,3059.99,3,0,credit_card,two_year,1,1,0.17,-14,1
C002916,38,177.33,6695.71,1,0,pix,month_to_month,1,0,0.017,65,0
C002917,57,98.66,5631.06,1,0,credit_card,month_to_month,1,1,0.242,90,0
C002918,51,120.21,6069.72,1,1,boleto,two_year,0,0,0.318,66,1
C002919,23,179.82,4219.88,4,1,boleto,month_to_month,1,0,-0.002,14,1
C002920,20,90.75,1817.17,0,0,credit_card,month_to_month,1,0,0.225,34,1
C002921,47,173.51,8148.98,0,0,credit_card,one_year,0,1,-0.07,57,1
C002922,8,110.19,961.13,2,1,pix,one_year,1,0,-0.184,23,0
C002923,33,172.37,5687.29,1,0,credit_card,month_to_month,1,0,-0.12,88,0
C002924,26,136.26,3562.7,1,1,boleto,month_to_month,0,1,-0.106,64,1
C002925,11,120.75,1290.7,0,0,boleto,month_to_month,0,0,-0.029,100,0
C002926,37,107.7,3916.48,0,1,pix,month_to_month,1,1,0.407,27,0
C002927,20,88.16,1732.65,1,2,credit_card,month_to_month,1,0,-0.044,-65,1
C002928,12,112.65,1461.18,1,0,credit_card,one_year,0,1,-0.018,23,1
C002929,40,141.41,5687.96,1,1,credit_card,two_year,0,0,0.078,7,0
C002930,11,109.54,1218.68,1,0,boleto,two_year,0,0,-0.188,26,1
C002931,41,98.92,4006.83,0,1,credit_card,two_year,1,0,0.076,82,0
C002932,10,101.22,1057.79,3,1,pix,two_year,1,0,0.168,1,1
C002933,27,144.74,3840.01,0,0,pix,month_to_month,1,1,0.317,-9,1
C002934,49,152.88,7412.8,0,0,credit_card,month_to_month,0,0,0.286,-3,1
C002935,14,86.65,1185.15,0,0,credit_card,month_to_month,0,0,0.115,95,1
C002936,47,86.6,4167.9,1,2,pix,one_year,0,1,0.01,4,0
C002937,44,123.28,5519.11,0,1,credit_card,two_year,1,0,0.02,29,0
C002938,55,163.46,8967.94,0,1,credit_card,month_to_month,0,0,0.123,85,0
C002939,11,150.11,1617.5,0,0,credit_card,month_to_month,0,1,0.042,43,1
C002940,43,66.19,2763.94,1,0,credit_card,month_to_month,0,0,0.034,-59,0
C002941,57,100.76,5747.07,1,0,credit_card,month_to_month,0,0,-0.118,3,1
C002942,46,77.43,3569.83,2,1,boleto,one_year,1,0,0.171,-3,0
C002943,12,100.64,1247.12,0,0,boleto,month_to_month,0,0,0.104,-41,1
C002944,50,166.15,8353.25,2,0,credit_card,month_to_month,1,0,-0.086,3,0
C002945,7,60.21,411.59,0,0,credit_card,two_year,0,0,0.318,-75,1
C002946,36,53.34,1948.03,0,1,credit_card,month_to_month,0,0,0.088,31,0
C002947,30,81.0,2394.99,0,0,boleto,month_to_month,1,0,-0.206,20,1
C002948,32,120.06,3868.64,2,2,credit_card,one_year,0,0,0.22,-5,1
C002949,32,131.73,4189.88,0,0,pix,month_to_month,0,1,-0.071,-43,0
C002950,2,125.31,273.59,0,1,pix,one_year,0,1,-0.024,69,1
C002951,31,151.15,4704.54,0,0,boleto,month_to_month,1,0,0.016,0,1
C002952,57,48.29,2756.08,1,0,credit_card,month_to_month,1,0,0.205,58,1
C002953,27,151.59,4132.71,6,0,boleto,month_to_month,0,0,0.04,16,1
C002954,17,99.08,1605.78,0,2,credit_card,two_year,1,0,0.161,71,0
C002955,60,135.6,8082.89,0,2,boleto,month_to_month,0,0,-0.233,40,1
C002956,6,63.68,368.58,2,2,pix,two_year,1,1,-0.149,24,0
C002957,30,110.17,3233.04,3,0,pix,month_to_month,1,0,0.056,-9,1
C002958,31,118.27,3646.01,0,1,boleto,two_year,0,1,-0.081,65,0
C002959,29,150.45,4344.36,1,0,boleto,two_year,1,1,0.013,13,1
C002960,56,54.52,3118.39,1,0,credit_card,month_to_month,0,1,0.184,-9,1
C002961,26,111.08,2895.11,0,1,credit_card,one_year,0,1,-0.095,14,0
C002962,59,72.02,4300.46,1,2,boleto,one_year,0,0,-0.082,18,1
C002963,5,127.69,653.55,2,1,pix,one_year,1,0,0.07,51,0
C002964,45,137.2,6147.33,1,0,pix,two_year,0,0,-0.333,-46,1
C002965,36,155.05,5588.52,0,0,pix,month_to_month,0,0,0.231,100,1
C002966,15,91.27,1405.58,4,0,credit_card,two_year,1,0,0.073,36,0
C002967,14,142.45,2054.01,1,2,boleto,month_to_month,1,0,0.067,19,1
C002968,44,157.63,6929.17,5,1,boleto,month_to_month,1,1,-0.047,36,1
C002969,39,52.49,1964.59,2,0,credit_card,month_to_month,0,0,0.174,-34,1
C002970,37,131.43,4777.1,2,0,credit_card,month_to_month,1,0,0.021,24,1
C002971,4,143.55,557.87,2,1,boleto,month_to_month,0,1,0.271,43,1
C002972,36,100.94,3517.11,0,1,credit_card,month_to_month,0,0,-0.258,10,0
C002973,59,67.62,4079.51,1,1,boleto,one_year,0,0,0.061,38,0
C002974,2,143.0,315.85,1,0,pix,month_to_month,1,0,0.058,48,1
C002975,29,68.02,1940.72,0,1,boleto,month_to_month,0,0,0.106,-5,1
C002976,30,103.76,3057.25,0,0,credit_card,two_year,0,1,0.303,64,1
C002977,54,108.6,5915.57,4,0,credit_card,two_year,0,1,-0.195,18,0
C002978,17,135.04,2240.06,0,1,boleto,one_year,1,1,-0.201,87,1
C002979,29,88.07,2503.06,0,1,boleto,month_to_month,1,0,-0.014,66,1
C002980,44,86.04,3747.44,1,1,credit_card,two_year,0,1,-0.291,34,0
C002981,4,113.46,459.55,3,0,credit_card,month_to_month,1,1,0.465,-8,1
C002982,49,145.22,7147.0,3,1,pix,month_to_month,0,1,0.218,16,1
C002983,50,190.06,9562.67,1,1,credit_card,two_year,0,0,0.143,55,1
C002984,44,57.24,2570.73,3,1,boleto,month_to_month,0,0,0.191,0,1
C002985,39,121.04,4720.48,2,0,pix,month_to_month,0,0,0.279,35,1
C002986,45,71.97,3289.73,0,0,boleto,month_to_month,1,0,-0.061,39,1
C002987,47,145.66,6812.39,2,0,pix,month_to_month,1,1,-0.015,16,0
C002988,55,77.15,4152.26,1,0,boleto,month_to_month,0,1,0.112,-9,1
C002989,26,86.39,2212.51,1,1,credit_card,one_year,1,1,-0.041,76,0
C002990,28,89.38,2462.2,1,0,credit_card,two_year,1,0,-0.117,37,0
C002991,39,107.33,4154.39,1,0,credit_card,two_year,0,0,-0.045,9,1
C002992,12,121.31,1407.77,1,1,credit_card,month_to_month,1,1,0.119,-8,1
C002993,52,126.93,6577.28,2,1,boleto,one_year,1,0,0.214,51,1
C002994,47,109.8,5191.51,3,1,credit_card,two_year,1,0,-0.179,18,0
C002995,38,63.45,2497.01,2,1,credit_card,month_to_month,0,0,0.016,54,0
C002996,19,135.47,2487.71,3,0,pix,month_to_month,0,1,0.04,-12,0
C002997,21,108.15,2206.69,1,2,credit_card,month_to_month,1,0,-0.2,31,0
C002998,27,150.66,4028.27,0,0,credit_card,month_to_month,1,0,0.131,3,0
C002999,40,85.23,3447.45,2,1,boleto,month_to_month,1,1,0.031,81,1
C003000,47,53.92,2524.01,1,1,credit_card,one_year,1,1,-0.119,33,0
C003001,41,108.81,4424.97,5,0,credit_card,one_year,1,0,-0.037,-15,1
C003002,56,155.36,8735.9,2,0,credit_card,month_to_month,0,0,0.146,53,0
C003003,58,115.63,6754.53,2,0,boleto,month_to_month,0,0,0.226,63,1
C003004,43,103.01,4428.56,1,0,boleto,month_to_month,0,0,0.111,8,1
C003005,23,79.54,1788.56,3,0,boleto,month_to_month,0,0,0.393,-8,1
C003006,36,171.52,6188.3,0,1,credit_card,two_year,0,0,0.251,-57,1
C003007,26,73.96,1911.4,0,1,boleto,month_to_month,0,1,0.149,59,1
C003008,38,84.61,3203.17,0,1,credit_card,one_year,0,1,-0.076,-41,1
C003009,49,129.95,6341.99,0,1,boleto,month_to_month,1,0,0.254,18,1
C003010,23,45.04,1082.15,1,2,credit_card,month_to_month,0,0,-0.088,-40,1
C003011,31,154.61,4805.42,0,0,credit_card,two_year,0,0,0.184,83,0
C003012,3,131.85,447.33,1,0,credit_card,month_to_month,0,0,-0.39,67,1
C003013,45,141.47,6433.11,0,1,credit_card,month_to_month,0,0,-0.039,31,1
C003014,30,129.53,3908.97,3,2,credit_card,one_year,1,0,-0.202,57,0
C003015,28,104.36,2896.78,1,0,credit_card,month_to_month,0,0,-0.002,15,1
C003016,32,72.79,2381.29,2,0,pix,two_year,0,0,-0.227,-9,1
C003017,13,105.1,1389.55,2,0,boleto,two_year,0,1,0.055,-39,1
C003018,36,75.87,2861.37,0,0,boleto,month_to_month,0,0,0.134,48,1
C003019,45,127.02,5731.2,2,0,credit_card,month_to_month,1,0,-0.067,-15,1
